voc1,no2,eth,co,tag
3.78,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.6,ginger
3.79,4.22,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.22,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.5,2.61,ginger
3.78,4.22,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.22,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.22,3.51,2.6,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.23,3.5,2.61,ginger
3.79,4.22,3.5,2.61,ginger
3.78,4.22,3.51,2.6,ginger
3.79,4.23,3.51,2.61,ginger
3.79,4.22,3.51,2.61,ginger
3.79,4.23,3.51,2.61,ginger
3.78,4.22,3.5,2.61,ginger
3.78,4.23,3.5,2.61,ginger
3.78,4.23,3.5,2.6,ginger
3.78,4.23,3.5,2.6,ginger
3.78,4.22,3.51,2.6,ginger
3.79,4.23,3.5,2.6,ginger
3.79,4.22,3.51,2.61,ginger
3.79,4.23,3.5,2.61,ginger
3.78,4.23,3.5,2.6,ginger
3.79,4.22,3.5,2.61,ginger
3.79,4.22,3.5,2.61,ginger
3.79,4.22,3.5,2.6,ginger
3.78,4.22,3.51,2.6,ginger
3.53,4.13,2.88,2.26,ginger
3.53,4.13,2.88,2.26,ginger
3.53,4.13,2.88,2.26,ginger
3.52,4.13,2.88,2.26,ginger
3.53,4.13,2.88,2.26,ginger
3.53,4.13,2.88,2.25,ginger
3.52,4.13,2.88,2.26,ginger
3.53,4.13,2.87,2.25,ginger
3.52,4.13,2.88,2.25,ginger
3.52,4.13,2.88,2.25,ginger
3.52,4.13,2.88,2.25,ginger
3.52,4.13,2.88,2.25,ginger
3.52,4.13,2.88,2.25,ginger
3.52,4.13,2.88,2.24,ginger
3.52,4.13,2.89,2.24,ginger
3.52,4.14,2.89,2.24,ginger
3.51,4.14,2.9,2.23,ginger
3.51,4.14,2.91,2.22,ginger
3.51,4.14,2.92,2.22,ginger
3.51,4.14,2.93,2.21,ginger
3.51,4.15,2.94,2.21,ginger
3.51,4.15,2.95,2.21,ginger
3.51,4.15,2.96,2.22,ginger
3.52,4.14,2.97,2.22,ginger
3.52,4.15,2.98,2.22,ginger
3.52,4.15,2.99,2.21,ginger
3.52,4.15,3,2.22,ginger
3.52,4.15,3.01,2.22,ginger
3.53,4.15,3.02,2.22,ginger
3.53,4.15,3.02,2.22,ginger
3.53,4.15,3.03,2.21,ginger
3.53,4.15,3.03,2.22,ginger
3.53,4.14,3.03,2.22,ginger
3.53,4.15,3.04,2.21,ginger
3.53,4.15,3.04,2.2,ginger
3.53,4.15,3.04,2.19,ginger
3.53,4.14,3.03,2.2,ginger
3.52,4.13,3.03,2.21,ginger
3.52,4.13,3.02,2.22,ginger
3.51,4.12,3.01,2.24,ginger
3.51,4.11,3.01,2.25,ginger
3.51,4.11,3.01,2.26,ginger
3.5,4.11,3.01,2.28,ginger
3.5,4.1,3.01,2.29,ginger
3.49,4.1,3.01,2.3,ginger
3.49,4.1,3.01,2.3,ginger
3.49,4.1,3.01,2.32,ginger
3.49,4.09,3.01,2.33,ginger
3.49,4.1,3.01,2.34,ginger
3.48,4.09,3.02,2.33,ginger
3.48,4.1,3.02,2.33,ginger
3.48,4.1,3.02,2.33,ginger
3.47,4.09,3.01,2.34,ginger
3.47,4.09,3.02,2.35,ginger
3.47,4.08,3.01,2.35,ginger
3.46,4.08,3.01,2.36,ginger
3.46,4.08,3.01,2.36,ginger
3.46,4.07,3.01,2.36,ginger
3.46,4.07,3.01,2.36,ginger
3.45,4.06,3.01,2.37,ginger
3.46,4.06,3.01,2.37,ginger
3.45,4.06,3.01,2.38,ginger
3.46,4.06,3.02,2.39,ginger
3.46,4.06,3.02,2.39,ginger
3.46,4.05,3.02,2.39,ginger
3.46,4.06,3.02,2.39,ginger
3.47,4.05,3.03,2.39,ginger
3.46,4.05,3.03,2.39,ginger
3.47,4.05,3.03,2.4,ginger
3.47,4.05,3.03,2.4,ginger
3.47,4.05,3.04,2.39,ginger
3.47,4.05,3.04,2.39,ginger
3.47,4.04,3.04,2.39,ginger
3.47,4.04,3.04,2.39,ginger
3.47,4.04,3.04,2.39,ginger
3.47,4.04,3.04,2.39,ginger
3.47,4.05,3.04,2.39,ginger
3.48,4.05,3.05,2.39,ginger
3.48,4.05,3.05,2.39,ginger
3.48,4.05,3.05,2.39,ginger
3.48,4.05,3.05,2.38,ginger
3.48,4.05,3.05,2.38,ginger
3.48,4.04,3.05,2.38,ginger
3.47,4.04,3.05,2.38,ginger
3.48,4.04,3.05,2.38,ginger
3.47,4.03,3.05,2.37,ginger
3.47,4.03,3.05,2.37,ginger
3.47,4.03,3.05,2.37,ginger
3.46,4.03,3.05,2.37,ginger
3.46,4.03,3.05,2.37,ginger
3.46,4.03,3.05,2.36,ginger
3.46,4.03,3.05,2.37,ginger
3.46,4.02,3.05,2.36,ginger
3.45,4.02,3.06,2.36,ginger
3.45,4.02,3.05,2.36,ginger
3.44,4.01,3.04,2.35,ginger
3.44,4.01,3.04,2.34,ginger
3.44,4.01,3.03,2.34,ginger
3.43,4,3.02,2.34,ginger
3.43,4,3.02,2.34,ginger
3.43,4,3.02,2.34,ginger
3.43,4,3.02,2.33,ginger
3.43,4,3.02,2.34,ginger
3.43,4,3.02,2.34,ginger
3.44,4,3.02,2.34,ginger
3.43,4,3.03,2.34,ginger
3.44,4,3.03,2.34,ginger
3.44,4,3.04,2.35,ginger
3.44,4,3.04,2.34,ginger
3.45,4.01,3.04,2.35,ginger
3.45,4.01,3.05,2.35,ginger
3.45,4.01,3.05,2.35,ginger
3.45,4,3.05,2.35,ginger
3.44,4.01,3.05,2.35,ginger
3.44,4,3.05,2.34,ginger
3.44,4,3.05,2.35,ginger
3.43,3.99,3.04,2.34,ginger
3.43,3.99,3.05,2.34,ginger
3.43,3.99,3.05,2.34,ginger
3.43,3.99,3.05,2.34,ginger
3.43,3.99,3.05,2.34,ginger
3.42,3.99,3.05,2.34,ginger
3.42,3.99,3.05,2.34,ginger
3.42,3.99,3.05,2.34,ginger
3.42,3.99,3.06,2.35,ginger
3.42,3.99,3.06,2.34,ginger
3.42,3.99,3.06,2.35,ginger
3.42,3.99,3.06,2.34,ginger
3.42,3.99,3.06,2.35,ginger
3.42,3.99,3.06,2.34,ginger
3.42,4,3.06,2.35,ginger
3.42,3.99,3.07,2.34,ginger
3.42,3.99,3.07,2.34,ginger
3.42,4,3.07,2.34,ginger
3.42,3.99,3.07,2.34,ginger
3.42,4,3.05,2.33,ginger
3.42,3.99,3.04,2.31,ginger
3.41,3.99,3.01,2.29,ginger
3.41,3.99,3,2.28,ginger
3.4,3.99,2.98,2.26,ginger
3.39,3.98,2.98,2.26,ginger
3.39,3.98,2.98,2.26,ginger
3.38,3.97,2.98,2.26,ginger
3.38,3.97,2.98,2.26,ginger
3.38,3.98,2.99,2.27,ginger
3.38,3.98,2.99,2.27,ginger
3.38,3.97,2.98,2.27,ginger
3.38,3.97,2.97,2.28,ginger
3.37,3.96,2.95,2.28,ginger
3.37,3.96,2.93,2.27,ginger
3.36,3.95,2.92,2.26,ginger
3.35,3.94,2.89,2.25,ginger
3.35,3.94,2.87,2.25,ginger
3.34,3.93,2.86,2.25,ginger
3.34,3.93,2.85,2.25,ginger
3.33,3.93,2.85,2.26,ginger
3.33,3.93,2.84,2.26,ginger
3.33,3.92,2.85,2.27,ginger
3.33,3.93,2.86,2.27,ginger
3.34,3.93,2.86,2.28,ginger
3.34,3.93,2.87,2.28,ginger
3.35,3.93,2.88,2.28,ginger
3.35,3.94,2.89,2.28,ginger
3.36,3.94,2.89,2.29,ginger
3.36,3.94,2.9,2.29,ginger
3.37,3.94,2.91,2.29,ginger
3.38,3.94,2.91,2.3,ginger
3.38,3.94,2.92,2.3,ginger
3.39,3.94,2.92,2.3,ginger
3.39,3.94,2.92,2.3,ginger
3.39,3.95,2.93,2.3,ginger
3.4,3.95,2.94,2.3,ginger
3.4,3.95,2.94,2.31,ginger
3.41,3.95,2.94,2.32,ginger
3.42,3.95,2.94,2.32,ginger
3.42,3.95,2.95,2.32,ginger
3.43,3.95,2.95,2.32,ginger
3.43,3.95,2.94,2.33,ginger
3.44,3.95,2.95,2.32,ginger
3.44,3.95,2.95,2.32,ginger
3.45,3.95,2.96,2.33,ginger
3.45,3.95,2.96,2.33,ginger
3.45,3.95,2.97,2.32,ginger
3.46,3.96,2.97,2.32,ginger
3.46,3.96,2.98,2.31,ginger
3.46,3.96,2.98,2.3,ginger
3.46,3.96,2.99,2.29,ginger
3.47,3.96,3,2.28,ginger
3.47,3.97,3,2.28,ginger
3.47,3.97,3.01,2.28,ginger
3.47,3.98,3.01,2.28,ginger
3.47,3.97,3.01,2.28,ginger
3.47,3.98,3.01,2.28,ginger
3.47,3.98,3.01,2.29,ginger
3.47,3.98,3.01,2.29,ginger
3.48,3.97,3.02,2.28,ginger
3.48,3.98,3.02,2.28,ginger
3.47,3.98,3.02,2.28,ginger
3.48,3.98,3.02,2.28,ginger
3.48,3.99,3.03,2.28,ginger
3.48,3.98,3.02,2.29,ginger
3.48,3.99,3.02,2.29,ginger
3.48,3.98,3.02,2.29,ginger
3.48,3.98,3.02,2.3,ginger
3.48,3.99,3.02,2.3,ginger
3.47,3.99,3.03,2.31,ginger
3.48,3.99,3.03,2.32,ginger
3.47,4,3.03,2.32,ginger
3.47,3.99,3.03,2.33,ginger
3.47,3.99,3.03,2.33,ginger
3.47,3.99,3.03,2.34,ginger
3.47,3.98,3.03,2.34,ginger
3.47,3.98,3.04,2.34,ginger
3.47,3.98,3.04,2.34,ginger
3.47,3.98,3.04,2.34,ginger
3.47,3.98,3.04,2.34,ginger
3.47,3.98,3.04,2.34,ginger
3.47,3.97,3.04,2.34,ginger
3.47,3.97,3.04,2.34,ginger
3.47,3.97,3.04,2.33,ginger
3.47,3.97,3.04,2.33,ginger
3.47,3.97,3.04,2.33,ginger
3.47,3.97,3.05,2.33,ginger
3.47,3.97,3.05,2.33,ginger
3.47,3.97,3.05,2.33,ginger
3.47,3.97,3.06,2.32,ginger
3.47,3.97,3.06,2.32,ginger
3.47,3.97,3.06,2.32,ginger
3.47,3.98,3.06,2.32,ginger
3.47,3.98,3.06,2.31,ginger
3.47,3.98,3.07,2.31,ginger
3.47,3.98,3.07,2.31,ginger
3.47,3.98,3.07,2.31,ginger
3.48,3.98,3.06,2.31,ginger
3.47,3.98,3.07,2.3,ginger
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.97,orange
4.77,4.84,4.71,4.97,orange
4.77,4.84,4.7,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.7,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.71,4.96,orange
4.77,4.84,4.71,4.97,orange
4.77,4.84,4.7,4.96,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.71,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.71,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.71,4.97,orange
4.77,4.83,4.7,4.96,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.76,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.84,4.7,4.97,orange
4.77,4.83,4.7,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.84,4.69,4.97,orange
4.76,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.84,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.77,4.83,4.69,4.98,orange
4.77,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.97,orange
4.77,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.98,orange
4.77,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.77,4.84,4.69,4.98,orange
4.76,4.84,4.69,4.98,orange
4.76,4.84,4.69,4.98,orange
4.77,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.77,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.84,4.69,4.98,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.98,orange
4.76,4.84,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.84,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.84,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.69,4.97,orange
4.76,4.82,4.68,4.98,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.69,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.69,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.97,orange
4.76,4.82,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.97,orange
4.76,4.83,4.68,4.98,orange
4.76,4.82,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.98,orange
4.76,4.83,4.68,4.98,orange
4.76,4.82,4.68,4.98,orange
4.76,4.82,4.68,4.98,orange
4.76,4.82,4.68,4.98,orange
4.76,4.83,4.67,4.98,orange
4.75,4.82,4.68,4.97,orange
4.75,4.83,4.68,4.98,orange
4.75,4.83,4.68,4.97,orange
4.75,4.83,4.67,4.98,orange
4.76,4.83,4.67,4.98,orange
4.76,4.82,4.68,4.98,orange
4.76,4.83,4.67,4.98,orange
4.75,4.83,4.68,4.98,orange
4.75,4.82,4.68,4.98,orange
4.75,4.82,4.67,4.97,orange
4.75,4.82,4.67,4.97,orange
4.75,4.82,4.68,4.98,orange
4.75,4.82,4.67,4.97,orange
4.76,4.83,4.67,4.98,orange
4.76,4.83,4.67,4.97,orange
4.75,4.82,4.67,4.97,orange
4.75,4.82,4.67,4.97,orange
4.75,4.82,4.67,4.97,orange
4.76,4.82,4.67,4.98,orange
4.75,4.82,4.67,4.98,orange
4.75,4.82,4.67,4.97,orange
4.75,4.82,4.67,4.98,orange
4.75,4.82,4.67,4.98,orange
4.75,4.82,4.67,4.98,orange
4.75,4.82,4.67,4.98,orange
4.76,4.82,4.67,4.97,orange
4.81,4.88,4.77,4.98,orange
4.81,4.89,4.77,4.98,orange
4.81,4.89,4.76,4.98,orange
4.81,4.89,4.77,4.98,orange
4.81,4.88,4.77,4.98,orange
4.81,4.88,4.77,4.98,orange
4.81,4.88,4.77,4.98,orange
4.8,4.89,4.77,4.98,orange
4.81,4.88,4.76,4.98,orange
4.81,4.89,4.76,4.98,orange
4.81,4.89,4.77,4.98,orange
4.81,4.88,4.77,4.98,orange
4.81,4.88,4.77,4.98,orange
4.81,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.99,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.81,4.89,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.99,orange
4.81,4.89,4.76,4.99,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.99,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.99,orange
4.8,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.99,orange
4.8,4.87,4.76,4.98,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.76,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.76,4.98,orange
4.81,4.88,4.76,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.79,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.81,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.79,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.79,4.87,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.74,4.98,orange
4.79,4.88,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.75,4.98,orange
4.8,4.88,4.75,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.8,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.74,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.74,4.97,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.86,4.73,4.98,orange
4.78,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.97,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.97,orange
4.79,4.87,4.73,4.98,orange
4.78,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.86,4.73,4.98,orange
4.79,4.86,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.97,orange
4.78,4.87,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.86,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.86,4.73,4.97,orange
4.79,4.86,4.73,4.98,orange
4.79,4.86,4.73,4.97,orange
4.79,4.87,4.73,4.98,orange
4.78,4.87,4.73,4.98,orange
4.78,4.86,4.73,4.97,orange
4.79,4.86,4.73,4.98,orange
4.79,4.87,4.73,4.98,orange
4.79,4.87,4.72,4.98,orange
4.79,4.86,4.72,4.98,orange
4.79,4.86,4.72,4.98,orange
4.79,4.87,4.72,4.97,orange
4.79,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.98,orange
4.79,4.87,4.72,4.98,orange
4.79,4.86,4.72,4.98,orange
4.79,4.86,4.72,4.98,orange
4.79,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.73,4.98,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.98,orange
4.79,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
4.79,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.98,orange
4.79,4.85,4.72,4.97,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.97,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.98,orange
4.78,4.86,4.72,4.97,orange
